repeat,subject,model,phase,MAE
5,NV043,timestamp_lstm,Mid Swing,6.017751889096366
5,NV043,timestamp_lstm,Terminal Swing,4.190014203389485
5,NV039,pv_lstm,Loading Response,5.091846326986949
5,NV039,pv_lstm,Mid Stance,5.003402892086241
5,NV039,pv_lstm,Terminal Stance,4.531405303213331
5,NV039,pv_lstm,Pre- Swing,5.555741240580876
5,NV039,pv_lstm,Initial Swing,6.752098633183373
5,NV039,pv_lstm,Mid Swing,7.167777352862888
5,NV039,pv_lstm,Terminal Swing,6.857818398210737
5,NV043,pv_lstm,Loading Response,4.1975237098005085
5,NV043,pv_lstm,Mid Stance,3.8114223413997226
5,NV043,pv_lstm,Terminal Stance,4.20802206132147
5,NV043,pv_lstm,Pre- Swing,5.287734912501441
5,NV043,pv_lstm,Initial Swing,6.612318383322822
5,NV043,pv_lstm,Mid Swing,6.100402616792255
5,NV043,pv_lstm,Terminal Swing,3.962107796635893
5,NV039,timestamp_cnn,Loading Response,4.695653451813592
5,NV039,timestamp_cnn,Mid Stance,4.976814177301195
5,NV039,timestamp_cnn,Terminal Stance,4.147341456678179
5,NV039,timestamp_cnn,Pre- Swing,6.015743917889065
5,NV039,timestamp_cnn,Initial Swing,6.892324434386359
5,NV039,timestamp_cnn,Mid Swing,5.81981239716212
5,NV039,timestamp_cnn,Terminal Swing,5.95195538467831
5,NV043,timestamp_cnn,Loading Response,3.952421244647768
5,NV043,timestamp_cnn,Mid Stance,3.386545166373253
5,NV043,timestamp_cnn,Terminal Stance,4.975999282466041
5,NV043,timestamp_cnn,Pre- Swing,5.811328520377477
5,NV043,timestamp_cnn,Initial Swing,5.186708645688163
5,NV043,timestamp_cnn,Mid Swing,4.6568810608651905
5,NV043,timestamp_cnn,Terminal Swing,2.386556065744824
5,NV039,pv_cnn,Loading Response,4.6920291384061175
5,NV039,pv_cnn,Mid Stance,4.580581105417675
5,NV039,pv_cnn,Terminal Stance,4.429087943500942
5,NV039,pv_cnn,Pre- Swing,6.079439789056778
5,NV039,pv_cnn,Initial Swing,6.589364018705156
5,NV039,pv_cnn,Mid Swing,6.251592308282852
5,NV039,pv_cnn,Terminal Swing,6.168039745754665
5,NV043,pv_cnn,Loading Response,3.836842851506339
5,NV043,pv_cnn,Mid Stance,3.3902751753727594
5,NV043,pv_cnn,Terminal Stance,4.283675230211681
5,NV043,pv_cnn,Pre- Swing,6.072208633025487
5,NV043,pv_cnn,Initial Swing,5.826840917269389
5,NV043,pv_cnn,Mid Swing,5.206197106175953
5,NV043,pv_cnn,Terminal Swing,2.6416563342014947
